Id2,AREA CHARACTERISTICS - Area (Land),AREA CHARACTERISTICS - Area (Water),AREA CHARACTERISTICS - Internal Point (Latitude),AREA CHARACTERISTICS - Internal Point (Longitude)
17031842200,       1482536,         83164,+41.9047618,-087.6494844
17031842300,       1872228,             0,+41.9090015,-087.6606908
17031842400,       1968640,             0,+41.7424748,-087.6300400
17031842500,       1075342,             0,+41.7769505,-087.6232157
17031842600,       3679418,             0,+41.8162186,-087.6516951
17031842800,       1516560,             0,+41.8075339,-087.6983044
17031842900,       2208291,             0,+41.8631389,-087.6729379
17031843000,       1065159,             0,+41.8679352,-087.7227523
17031843100,        952596,         60082,+41.8602975,-087.7008925
17031843200,       2887377,        274685,+41.8486664,-087.6630210
17031843300,        584249,             0,+41.8637637,-087.6925503
17031843400,        656156,             0,+41.8493272,-087.7320215
17031843500,       1888092,        144562,+41.8381855,-087.6967669
17031843600,        410894,             0,+41.8067653,-087.6089488
17031843700,       1263075,             0,+41.9448261,-087.6907876
17031843800,       1309515,             0,+41.8016566,-087.6404756
17031843900,       1482494,        729136,+41.7792885,-087.5760502
17031980000,      19680343,        360284,+41.9794881,-087.9024050
17031980100,       2961319,             0,+41.7859901,-087.7509616
17031990000,             0,    1717090426,+41.9739391,-087.4002947
17043840000,      11754772,        124997,+41.9784876,-087.9395607
17043840101,       9850947,        231773,+41.9765040,-087.9764972
17043840102,       1858967,         30895,+41.9597139,-087.9944205
17043840103,       6737464,         82549,+41.9468911,-087.9738872
17043840104,       3580566,        117556,+41.9426312,-087.9918507
17043840201,       8822246,        241225,+41.9790697,-088.0142742
17043840202,       5055206,        229378,+41.9539459,-088.0139581
17043840303,       1467193,         10056,+41.9354602,-088.0058200
17043840304,       2731477,        105770,+41.9383703,-088.0231455
17043840600,       2417690,         26068,+41.9091561,-087.9496937
17043840703,       2526939,         83920,+41.9372257,-087.9300599
17043840704,       3357971,         52062,+41.9411814,-087.9472043
17043840705,       4880003,         12123,+41.9216340,-087.9518395
17043840706,       3215956,        140418,+41.9181215,-087.9250012
17043840801,       2508457,          9907,+41.9517961,-087.9316177
17043840802,       2649796,          1447,+41.9535781,-087.9492638
17043840901,       6668656,        274795,+41.9696695,-088.0408146
17043840904,       5205117,        178230,+41.9272488,-088.0551815
17043840906,       1803988,         32997,+41.9387407,-088.0370157
17043840907,       3800170,        131108,+41.9443608,-088.0526604
17043840908,       4360582,        192343,+41.9138078,-088.0503008
17043840910,       2583938,          6527,+41.9116581,-088.0724937
17043840911,       1331858,         15164,+41.9226460,-088.0725717
17043841002,       3817001,        283787,+41.9647585,-088.0655918
17043841003,       2840799,         38030,+41.9873714,-088.0636192
17043841004,       2474990,          3782,+41.9764838,-088.0664074
17043841102,       4431530,        188253,+41.9811413,-088.1206757
17043841103,       2517386,         22189,+41.9657469,-088.0961237
17043841104,       4445811,        118695,+41.9815690,-088.0932279
17043841108,       4483016,        569693,+41.9645567,-088.1378071
17043841109,       1230021,           531,+41.9421748,-088.0749355
17043841110,       1644868,         62776,+41.9490961,-088.0696135
17043841111,       2182838,         33347,+41.9569694,-088.0903322
17043841112,       3015659,         82717,+41.9624274,-088.1143298
17043841113,       1667886,         49975,+41.9456330,-088.0846194
17043841114,       6313897,        385311,+41.9485477,-088.1155524
17043841204,       2982969,        103226,+41.9287771,-088.0856229
17043841205,       1840037,        120236,+41.9241942,-088.1334962
17043841206,       3659908,         35888,+41.9113542,-088.1374910
17043841207,        814802,             0,+41.9194589,-088.0912856
17043841208,       5124341,        140175,+41.9100170,-088.0970728
17043841209,       3488332,        214956,+41.9361976,-088.1223419
17043841210,       3344118,         56769,+41.9205761,-088.1141461
17043841307,       4311792,        140188,+41.9177487,-088.1621666
17043841308,      18801180,        680442,+41.9708120,-088.2296714
17043841310,       7932543,        224394,+41.9427967,-088.2393281
17043841312,      10089886,        208580,+41.9117874,-088.2357549
17043841313,       6650493,        149754,+41.9248149,-088.2282145
17043841314,       3149204,         36774,+41.9790654,-088.1720440
17043841315,       2172673,         89891,+41.9838301,-088.1541834
17043841316,       4100202,         90063,+41.9766800,-088.1947833
17043841318,       3033114,         72475,+41.9690314,-088.1719805
17043841320,       1515760,         30487,+41.9624101,-088.1476852
17043841321,       2499647,         25142,+41.9629638,-088.1634588
17043841322,       1963125,         41050,+41.9448725,-088.1540165
17043841323,       1266342,         10942,+41.9457136,-088.1695600
17043841324,       1132553,         99151,+41.9237745,-088.1497520
17043841325,       2572597,        157491,+41.9335385,-088.1541840
17043841326,      13675855,        523892,+41.9175991,-088.1853745
17043841327,       6881781,        207398,+41.9524395,-088.1967182
17043841401,       8685675,        273099,+41.8807469,-088.1787179
17043841403,       5478107,         27934,+41.8655712,-088.1638326
17043841404,       4533014,        200661,+41.8912329,-088.1605258
17043841501,      13525968,        408523,+41.8885022,-088.2248959
17043841503,       1154360,             0,+41.8701285,-088.1994782
17043841504,       1410647,             0,+41.8834958,-088.2007375
17043841603,      16105680,       1021274,+41.8402943,-088.1746333
17043841604,      14184767,       1226943,+41.8270443,-088.2246055
17043841605,      19195631,        376022,+41.8598398,-088.2287261
17043841606,       2270386,         56010,+41.8201117,-088.1675412
17043841607,       3571485,         19533,+41.8184505,-088.1913998
17043841703,       2693637,         78553,+41.8951413,-088.0930105
17043841704,       5331015,         50889,+41.8940709,-088.1241889
17043841705,       4111935,         43943,+41.8968771,-088.0647043
17043841706,       4113969,        134776,+41.8930808,-088.0346913
17043841801,       3331813,         96866,+41.8803114,-088.1051984
17043841802,       3789300,         39274,+41.8793255,-088.1334680
17043841901,       1660238,            42,+41.8818060,-088.0859132
17043841902,       1268136,           894,+41.8710332,-088.0943902
17043842000,       2943460,        257954,+41.8833480,-088.0606064
17043842100,       3908781,         78061,+41.8710506,-088.0505573
17043842200,       2084544,           324,+41.8747570,-088.0657113
17043842300,       1827449,         40353,+41.8679698,-088.0732767
17043842400,       2172726,           399,+41.8628157,-088.0907291
17043842500,       1946327,            39,+41.8646407,-088.1091129
17043842601,       7492370,        397709,+41.8227317,-088.1290914
17043842602,       4637417,         51698,+41.8450012,-088.1161880
17043842603,       2697913,         74890,+41.8683269,-088.1315967
17043842604,       3278062,        101232,+41.8528499,-088.1418046
17043842605,       2220514,         16108,+41.8547713,-088.1218878
17043842702,       2247318,         14382,+41.8346697,-088.0917504
17043842703,       1838220,          8208,+41.8500736,-088.0954072
17043842704,       2260013,        107118,+41.8458367,-088.0829278
17043842706,       7721361,        235536,+41.8292151,-088.0518176
17043842708,       2451091,         95554,+41.8459714,-088.0474190
17043842709,       2436656,         77500,+41.8448464,-088.0374418
17043842710,       3561109,        136816,+41.8440243,-088.0647113
17043842711,       5043660,        243620,+41.8206692,-088.0925543
17043842800,       2426524,          6842,+41.8969327,-087.9271276
17043842900,       2267652,             0,+41.8985462,-087.9410539
17043843000,       2792514,         32961,+41.8966758,-087.9587042
17043843100,       1703374,          2018,+41.8987155,-087.9744917
17043843200,       2313145,             0,+41.8947669,-087.9866130
17043843301,       1780419,         17914,+41.9017473,-088.0056495
17043843302,       1475570,         18973,+41.8941463,-088.0058277
17043843400,       2108697,         64292,+41.8979822,-088.0265194
17043843500,       2717481,          2127,+41.8821736,-088.0224568
17043843601,       1544331,          3469,+41.8819098,-087.9946987
17043843602,       1656860,             0,+41.8825650,-088.0061867
17043843700,       1995486,           662,+41.8768122,-087.9795629
17043843800,       2041529,         31959,+41.8842492,-087.9680775
17043843900,       1500019,             0,+41.8838435,-087.9518805
17043844001,       1640794,             0,+41.8751916,-087.9327384
17043844002,       2097314,             0,+41.8853274,-087.9349924
17043844100,       1762856,          7264,+41.8732362,-087.9486831
17043844201,       3548360,         18734,+41.8658195,-088.0215649
17043844202,       1855629,         20958,+41.8717511,-088.0007703
17043844301,       5596247,         86164,+41.8473855,-088.0086863
17043844304,       1474075,          1321,+41.8566615,-088.0213798
17043844305,       1992931,         36228,+41.8448997,-088.0276838
17043844306,       1866603,         77759,+41.8511657,-087.9817642
17043844307,       2504371,          8122,+41.8632786,-087.9831396
17043844401,       5185564,         70890,+41.8282459,-088.0168757
17043844402,       7371259,        208875,+41.8283273,-087.9887224
17043844501,       3951746,         35125,+41.8578469,-087.9636799
17043844502,       4230387,        241451,+41.8290643,-087.9644708
17043844601,      12520807,        537130,+41.8406812,-087.9441281
17043844602,       4900403,         26024,+41.8555170,-087.9283037
17043844701,       2686591,          2306,+41.8082740,-087.9800200
17043844702,       4812036,        131079,+41.8160320,-087.9498538
17043844801,       2755718,          1421,+41.8102925,-088.0009531
17043844802,       2990089,          2361,+41.8088375,-088.0219681
17043844901,       1361156,          6900,+41.7975241,-088.0024069
17043844902,       2949082,         20251,+41.7943000,-088.0228666
17043845000,       2677070,             0,+41.7953362,-087.9755167
17043845100,       3771582,         23958,+41.7989141,-087.9557543
17043845200,       2339020,             0,+41.7978220,-087.9399188
17043845300,       2698988,          3740,+41.7992548,-087.9259530
17043845401,       3030345,         18894,+41.7785949,-087.9239712
17043845402,       3003344,        241306,+41.7744463,-087.9388790
17043845502,       1869991,         48233,+41.7817796,-087.9545070
17043845505,       2553814,         44997,+41.7588612,-087.9842906
17043845506,       1604367,         36396,+41.7682577,-087.9821082
17043845507,       2323330,          3905,+41.7605688,-087.9660095
17043845508,       2279809,         50295,+41.7674295,-087.9562017
17043845509,       1801007,         29967,+41.7795906,-087.9673077
17043845510,       1273612,         37859,+41.7816962,-087.9794999
17043845601,       2224930,          8658,+41.7783756,-088.0021271
17043845602,       2658583,         47872,+41.7883330,-087.9929697
17043845701,       2651805,         14455,+41.7755511,-088.0242964
17043845702,       3372971,          8113,+41.7727684,-088.0066216
17043845703,       2229461,         47703,+41.7562638,-088.0237099
17043845704,       2455198,         25475,+41.7591469,-088.0059968
17043845802,       2759749,         85828,+41.7462084,-087.9997705
17043845803,      24464160,       1473668,+41.7054110,-087.9838796
17043845805,       4444867,         62699,+41.7317747,-087.9592482
17043845807,       6062808,        276799,+41.7329489,-087.9925916
17043845808,       3601028,         98625,+41.7186156,-088.0197209
17043845809,       3704147,         75509,+41.7439988,-088.0224608
17043845810,       1854102,          1006,+41.7483875,-087.9658130
17043845811,       2628832,         34189,+41.7467285,-087.9534367
17043845901,       5964385,        221880,+41.7215566,-087.9292166
17043845902,       8506736,        358130,+41.7472754,-087.9309729
17043846002,       8272014,         84414,+41.8016152,-088.0494837
17043846003,       3331006,         18134,+41.7976392,-088.0673791
17043846004,       4396280,        192827,+41.7987871,-088.0834400
17043846102,       3950598,        138335,+41.8056014,-088.1070092
17043846103,       3371639,         35826,+41.7788993,-088.1241115
17043846104,       3614711,         13414,+41.7890581,-088.1137997
17043846105,       2546396,          2152,+41.7874494,-088.1356708
17043846106,       5167954,        127383,+41.8041360,-088.1340683
17043846201,       2809907,         64075,+41.7324991,-088.1159798
17043846202,       3072939,         92097,+41.7688819,-088.1069919
17043846203,       3478014,         29306,+41.7461963,-088.1132585
17043846205,       2099858,         29349,+41.7659307,-088.1185309
17043846206,       2137125,             0,+41.7391138,-088.1328495
17043846207,       2739565,         13467,+41.7360434,-088.1414020
17043846208,       2385469,         43336,+41.7620885,-088.1272861
17043846209,       2319646,         26786,+41.7646552,-088.1380508
17043846304,      10780254,        178337,+41.7450732,-088.0820087
17043846305,       4132909,         51809,+41.7550021,-088.0529364
17043846307,       3257101,         11081,+41.7662233,-088.0388275
17043846308,       1928009,         18239,+41.7391027,-088.0352355
17043846310,       1261295,         16182,+41.7439997,-088.0448146
17043846311,       2282090,          7778,+41.7333822,-088.0523073
17043846312,       2305080,        174285,+41.7808695,-088.0844041
17043846313,       4352125,        189873,+41.7645713,-088.0835255
17043846314,       2403448,         11231,+41.7788469,-088.0456205
17043846315,       3103133,          7205,+41.7765212,-088.0655755
17043846404,       2816165,         40987,+41.7833283,-088.1578718
17043846405,       6964637,        414891,+41.7986200,-088.1692200
17043846408,       3829685,         31730,+41.7927169,-088.2364204
17043846409,       7289741,        203126,+41.7985407,-088.2527109
17043846410,       2189997,         29968,+41.7931905,-088.2112052
17043846411,       5795185,        180192,+41.7985308,-088.2184560
17043846412,       2503044,         58010,+41.7833562,-088.1932835
17043846413,       5270840,        132870,+41.8061622,-088.1961221
17043846504,       4539975,        119350,+41.7718844,-088.1622346
17043846507,       4224086,        225977,+41.7699619,-088.2354248
17043846509,       3401366,        125854,+41.7618593,-088.2185919
17043846510,       1977334,         49236,+41.7510746,-088.2195071
17043846511,       2509876,         24834,+41.7284535,-088.2496864
17043846513,       1857415,        116949,+41.7276849,-088.2203155
17043846514,       3528148,        141334,+41.7404180,-088.2212380
17043846515,       2336915,          7852,+41.7402510,-088.2396795
17043846517,       3360448,         43484,+41.7622850,-088.2522933
17043846518,       2483518,         88114,+41.7485623,-088.2503066
17043846519,       4536566,         90561,+41.7666756,-088.1914167
17043846521,       3316653,         80619,+41.7566039,-088.1763523
17043846522,       2085354,          8732,+41.7511528,-088.1909178
17043846523,       2114995,         38195,+41.7547344,-088.1584342
17043846524,      11584872,        176977,+41.7398665,-088.1758540
17043846603,       1125267,          2639,+41.9264422,-087.9948444
17043846604,       3223008,         80871,+41.9239718,-088.0159918
17043846701,       2103140,         22994,+41.9243413,-087.9789088
17043846702,       8140255,        245861,+41.9123471,-088.0029099
